TransactionID,TransactionDate,CreditType,VerificationStandard,Vintage,Quantity,MarketSupply_SameType,MarketDemand_RecentVolume,PricePerCredit
374,2024-02-15,Forestry,GoldStandard,2021,250,77000,99000,0.90
375,2024-02-19,RenewableEnergy,VERRA,2023,500,86000,90000,0.73
376,2024-02-23,Forestry,GoldStandard,2022,450,79000,98000,0.83
377,2024-02-27,RenewableEnergy,VERRA,2021,800,83000,94000,0.81
378,2024-03-03,Forestry,GoldStandard,2023,150,75000,96000,0.89
379,2024-03-07,RenewableEnergy,VERRA,2022,1100,89000,88000,0.71
380,2024-03-11,Forestry,GoldStandard,2021,350,80000,97000,0.84
381,2024-03-15,RenewableEnergy,VERRA,2023,600,85000,92000,0.75
382,2024-03-19,Forestry,GoldStandard,2022,900,76000,95000,0.91
383,2024-03-23,RenewableEnergy,VERRA,2021,200,88000,90000,0.73
384,2024-03-27,Forestry,GoldStandard,2023,750,79000,99000,0.82
385,2024-03-31,RenewableEnergy,VERRA,2022,1050,86000,87000,0.70
386,2024-04-04,Forestry,GoldStandard,2021,400,77000,96000,0.88
387,2024-04-08,RenewableEnergy,VERRA,2023,550,84000,93000,0.78
388,2024-04-12,Forestry,GoldStandard,2022,300,81000,98000,0.83
389,2024-04-16,RenewableEnergy,VERRA,2021,850,90000,89000,0.72
390,2024-04-20,Forestry,GoldStandard,2023,950,78000,100000,0.92
391,2024-04-24,RenewableEnergy,VERRA,2022,450,87000,91000,0.74
392,2024-04-28,Forestry,GoldStandard,2021,650,75000,97000,0.87
393,2024-05-02,RenewableEnergy,VERRA,2023,750,85000,92000,0.75
394,2024-05-06,Forestry,GoldStandard,2022,180,80000,95000,0.82
395,2024-05-10,RenewableEnergy,VERRA,2021,1200,92000,86000,0.69
396,2024-05-14,Forestry,GoldStandard,2023,250,77000,99000,0.90
397,2024-05-18,RenewableEnergy,VERRA,2022,500,86000,90000,0.73
398,2024-05-22,Forestry,GoldStandard,2021,450,79000,98000,0.83
399,2024-05-26,RenewableEnergy,VERRA,2023,800,83000,94000,0.81
400,2024-05-30,Forestry,GoldStandard,2022,150,75000,96000,0.89
401,2024-06-03,RenewableEnergy,VERRA,2021,1100,89000,88000,0.71
402,2024-06-07,Forestry,GoldStandard,2023,350,80000,97000,0.84
403,2024-06-11,RenewableEnergy,VERRA,2022,600,85000,92000,0.75
404,2024-06-15,Forestry,GoldStandard,2021,900,76000,95000,0.91
405,2024-06-19,RenewableEnergy,VERRA,2023,200,88000,90000,0.73
406,2024-06-23,Forestry,GoldStandard,2022,750,79000,99000,0.82
407,2024-06-27,RenewableEnergy,VERRA,2021,1050,86000,87000,0.70
408,2024-07-01,Forestry,GoldStandard,2023,400,77000,96000,0.88
409,2024-07-05,RenewableEnergy,VERRA,2022,550,84000,93000,0.78
410,2024-07-09,Forestry,GoldStandard,2021,300,81000,98000,0.83
411,2024-07-13,RenewableEnergy,VERRA,2023,850,90000,89000,0.72
412,2024-07-17,Forestry,GoldStandard,2022,950,78000,100000,0.92
413,2024-07-21,RenewableEnergy,VERRA,2021,450,87000,91000,0.74
414,2024-07-25,Forestry,GoldStandard,2023,650,75000,97000,0.87
415,2024-07-29,RenewableEnergy,VERRA,2022,750,85000,92000,0.75
416,2024-08-02,Forestry,GoldStandard,2021,180,80000,95000,0.82
417,2024-08-06,RenewableEnergy,VERRA,2023,1200,92000,86000,0.69
418,2024-08-10,Forestry,GoldStandard,2022,250,77000,99000,0.90
419,2024-08-14,RenewableEnergy,VERRA,2021,500,86000,90000,0.73
420,2024-08-18,Forestry,GoldStandard,2023,450,79000,98000,0.83
421,2024-08-22,RenewableEnergy,VERRA,2022,800,83000,94000,0.81
422,2024-08-26,Forestry,GoldStandard,2021,150,75000,96000,0.89
423,2024-08-30,RenewableEnergy,VERRA,2023,1100,89000,88000,0.71
424,2024-09-03,Forestry,GoldStandard,2022,350,80000,97000,0.84
425,2024-09-07,RenewableEnergy,VERRA,2021,600,85000,92000,0.75
426,2024-09-11,Forestry,GoldStandard,2023,900,76000,95000,0.91
427,2024-09-15,RenewableEnergy,VERRA,2022,200,88000,90000,0.73
428,2024-09-19,Forestry,GoldStandard,2021,750,79000,99000,0.82
429,2024-09-23,RenewableEnergy,VERRA,2023,1050,86000,87000,0.70
430,2024-09-27,Forestry,GoldStandard,2022,400,77000,96000,0.88
431,2024-10-01,RenewableEnergy,VERRA,2021,550,84000,93000,0.78
432,2024-10-05,Forestry,GoldStandard,2023,300,81000,98000,0.83
433,2024-10-09,RenewableEnergy,VERRA,2022,850,90000,89000,0.72
434,2024-10-13,Forestry,GoldStandard,2021,950,78000,100000,0.92
435,2024-10-17,RenewableEnergy,VERRA,2023,450,87000,91000,0.74
436,2024-10-21,Forestry,GoldStandard,2022,650,75000,97000,0.87
437,2024-10-25,RenewableEnergy,VERRA,2021,750,85000,92000,0.75
438,2024-10-29,Forestry,GoldStandard,2023,180,80000,95000,0.82
439,2024-11-02,RenewableEnergy,VERRA,2022,1200,92000,86000,0.69
440,2024-11-06,Forestry,GoldStandard,2021,250,77000,99000,0.90
441,2024-11-10,RenewableEnergy,VERRA,2023,500,86000,90000,0.73
442,2024-11-14,Forestry,GoldStandard,2022,450,79000,98000,0.83
443,2024-11-18,RenewableEnergy,VERRA,2021,800,83000,94000,0.81
444,2024-11-22,Forestry,GoldStandard,2023,150,75000,96000,0.89
445,2024-11-26,RenewableEnergy,VERRA,2022,1100,89000,88000,0.71
446,2024-11-30,Forestry,GoldStandard,2021,350,80000,97000,0.84
447,2024-12-04,RenewableEnergy,VERRA,2023,600,85000,92000,0.75
448,2024-12-08,Forestry,GoldStandard,2022,900,76000,95000,0.91
449,2024-12-12,RenewableEnergy,VERRA,2021,200,88000,90000,0.73
450,2024-12-16,Forestry,GoldStandard,2023,750,79000,99000,0.82
451,2024-12-20,RenewableEnergy,VERRA,2022,1050,86000,87000,0.70
452,2024-12-24,Forestry,GoldStandard,2021,400,77000,96000,0.88
453,2024-12-28,RenewableEnergy,VERRA,2023,550,84000,93000,0.78
454,2025-01-01,Forestry,GoldStandard,2022,300,81000,98000,0.83
455,2025-01-05,RenewableEnergy,VERRA,2021,850,90000,89000,0.72
456,2025-01-09,Forestry,GoldStandard,2023,950,78000,100000,0.92
457,2025-01-13,RenewableEnergy,VERRA,2022,450,87000,91000,0.74
458,2025-01-17,Forestry,GoldStandard,2021,650,75000,97000,0.87
459,2025-01-21,RenewableEnergy,VERRA,2023,750,85000,92000,0.75
460,2025-01-25,Forestry,GoldStandard,2022,180,80000,95000,0.82
461,2025-01-29,RenewableEnergy,VERRA,2021,1200,92000,86000,0.69
462,2025-02-02,Forestry,GoldStandard,2023,250,77000,99000,0.90
463,2025-02-06,RenewableEnergy,VERRA,2022,500,86000,90000,0.73
464,2025-02-10,Forestry,GoldStandard,2021,450,79000,98000,0.83
465,2025-02-14,RenewableEnergy,VERRA,2023,800,83000,94000,0.81
466,2025-02-18,Forestry,GoldStandard,2022,150,75000,96000,0.89
467,2025-02-22,RenewableEnergy,VERRA,2021,1100,89000,88000,0.71
468,2025-02-26,Forestry,GoldStandard,2023,350,80000,97000,0.84
469,2025-03-02,RenewableEnergy,VERRA,2022,600,85000,92000,0.75
470,2025-03-06,Forestry,GoldStandard,2021,900,76000,95000,0.91
471,2025-03-10,RenewableEnergy,VERRA,2023,200,88000,90000,0.73
472,2025-03-14,Forestry,GoldStandard,2022,750,79000,99000,0.82
473,2025-03-18,RenewableEnergy,VERRA,2021,1050,86000,87000,0.70
474,2025-03-22,Forestry,GoldStandard,2023,400,77000,96000,0.88
475,2025-03-26,RenewableEnergy,VERRA,2022,550,84000,93000,0.78
476,2025-03-30,Forestry,GoldStandard,2021,300,81000,98000,0.83
477,2025-04-03,RenewableEnergy,VERRA,2023,850,90000,89000,0.72
478,2025-04-07,Forestry,GoldStandard,2022,950,78000,100000,0.92
479,2025-04-11,RenewableEnergy,VERRA,2021,450,87000,91000,0.74
480,2025-04-15,Forestry,GoldStandard,2023,650,75000,97000,0.87
481,2025-04-19,RenewableEnergy,VERRA,2022,750,85000,92000,0.75
482,2025-04-23,Forestry,GoldStandard,2021,180,80000,95000,0.82
483,2025-04-27,RenewableEnergy,VERRA,2023,1200,92000,86000,0.69
484,2025-05-01,Forestry,GoldStandard,2022,250,77000,99000,0.90
485,2025-05-05,RenewableEnergy,VERRA,2021,500,86000,90000,0.73
486,2025-05-09,Forestry,GoldStandard,2023,450,79000,98000,0.83
487,2025-05-13,RenewableEnergy,VERRA,2022,800,83000,94000,0.81
488,2025-05-17,Forestry,GoldStandard,2021,150,75000,96000,0.89
489,2025-05-21,RenewableEnergy,VERRA,2023,1100,89000,88000,0.71
490,2025-05-25,Forestry,GoldStandard,2022,350,80000,97000,0.84
491,2025-05-29,RenewableEnergy,VERRA,2021,600,85000,92000,0.75
492,2025-06-02,Forestry,GoldStandard,2023,900,76000,95000,0.91
493,2025-06-06,RenewableEnergy,VERRA,2022,200,88000,90000,0.73
494,2025-06-10,Forestry,GoldStandard,2021,750,79000,99000,0.82
495,2025-06-14,RenewableEnergy,VERRA,2023,1050,86000,87000,0.70
496,2025-06-18,Forestry,GoldStandard,2022,400,77000,96000,0.88
497,2025-06-22,RenewableEnergy,VERRA,2021,550,84000,93000,0.78
498,2025-06-26,Forestry,GoldStandard,2023,300,81000,98000,0.83
499,2025-06-30,RenewableEnergy,VERRA,2022,850,90000,89000,0.72
500,2025-07-04,Forestry,GoldStandard,2021,950,78000,100000,0.92
501,2025-07-08,RenewableEnergy,VERRA,2023,450,87000,91000,0.74
502,2025-07-12,Forestry,GoldStandard,2022,650,75000,97000,0.87
503,2025-07-16,RenewableEnergy,VERRA,2021,750,85000,92000,0.75
504,2025-07-20,Forestry,GoldStandard,2023,180,80000,95000,0.82
505,2025-07-24,RenewableEnergy,VERRA,2022,1200,92000,86000,0.69
506,2025-07-28,Forestry,GoldStandard,2021,250,77000,99000,0.90
507,2025-08-01,RenewableEnergy,VERRA,2023,500,86000,90000,0.73
508,2025-08-05,Forestry,GoldStandard,2022,450,79000,98000,0.83
509,2025-08-09,RenewableEnergy,VERRA,2021,800,83000,94000,0.81
510,2025-08-13,Forestry,GoldStandard,2023,150,75000,96000,0.89
511,2025-08-17,RenewableEnergy,VERRA,2022,1100,89000,88000,0.71
512,2025-08-21,Forestry,GoldStandard,2021,350,80000,97000,0.84
513,2025-08-25,RenewableEnergy,VERRA,2023,600,85000,92000,0.75
514,2025-08-29,Forestry,GoldStandard,2022,900,76000,95000,0.91
515,2025-09-02,RenewableEnergy,VERRA,2021,200,88000,90000,0.73
516,2025-09-06,Forestry,GoldStandard,2023,750,79000,99000,0.82
517,2025-09-10,RenewableEnergy,VERRA,2022,1050,86000,87000,0.70
518,2025-09-14,Forestry,GoldStandard,2021,400,77000,96000,0.88
519,2025-09-18,RenewableEnergy,VERRA,2023,550,84000,93000,0.78
520,2025-09-22,Forestry,GoldStandard,2022,300,81000,98000,0.83
521,2025-09-26,RenewableEnergy,VERRA,2021,850,90000,89000,0.72
522,2025-09-30,Forestry,GoldStandard,2023,950,78000,100000,0.92
523,2025-10-04,RenewableEnergy,VERRA,2022,450,87000,91000,0.74
524,2025-10-08,Forestry,GoldStandard,2021,650,75000,97000,0.87
525,2025-10-12,RenewableEnergy,VERRA,2023,750,85000,92000,0.75
526,2025-10-16,Forestry,GoldStandard,2022,180,80000,95000,0.82
527,2025-10-20,RenewableEnergy,VERRA,2021,1200,92000,86000,0.69
528,2025-10-24,Forestry,GoldStandard,2023,250,77000,99000,0.90
529,2025-10-28,RenewableEnergy,VERRA,2022,500,86000,90000,0.73
530,2025-11-01,Forestry,GoldStandard,2021,450,79000,98000,0.83
531,2025-11-05,RenewableEnergy,VERRA,2023,800,83000,94000,0.81
532,2025-11-09,Forestry,GoldStandard,2022,150,75000,96000,0.89
533,2025-11-13,RenewableEnergy,VERRA,2021,1100,89000,88000,0.71
534,2025-11-17,Forestry,GoldStandard,2023,350,80000,97000,0.84
535,2025-11-21,RenewableEnergy,VERRA,2022,600,85000,92000,0.75
536,2025-11-25,Forestry,GoldStandard,2021,900,76000,95000,0.91
537,2025-11-29,RenewableEnergy,VERRA,2023,200,88000,90000,0.73
538,2025-12-03,Forestry,GoldStandard,2022,750,79000,99000,0.82
539,2025-12-07,RenewableEnergy,VERRA,2021,1050,86000,87000,0.70
540,2025-12-11,Forestry,GoldStandard,2023,400,77000,96000,0.88
541,2025-12-15,RenewableEnergy,VERRA,2022,550,84000,93000,0.78
542,2025-12-19,Forestry,GoldStandard,2021,300,81000,98000,0.83
543,2025-12-23,RenewableEnergy,VERRA,2023,850,90000,89000,0.72
544,2025-12-27,Forestry,GoldStandard,2022,950,78000,100000,0.92
545,2024-01-01,RenewableEnergy,VERRA,2021,450,87000,91000,0.74
546,2024-01-05,Forestry,GoldStandard,2023,650,75000,97000,0.87
547,2024-01-09,RenewableEnergy,VERRA,2022,750,85000,92000,0.75
548,2024-01-13,Forestry,GoldStandard,2021,180,80000,95000,0.82
549,2024-01-17,RenewableEnergy,VERRA,2023,1200,92000,86000,0.69
550,2024-01-21,Forestry,GoldStandard,2022,250,77000,99000,0.90
551,2024-01-25,RenewableEnergy,VERRA,2021,500,86000,90000,0.73
552,2024-01-29,Forestry,GoldStandard,2023,450,79000,98000,0.83
553,2024-02-02,RenewableEnergy,VERRA,2022,800,83000,94000,0.81
554,2024-02-06,Forestry,GoldStandard,2021,150,75000,96000,0.89
555,2024-02-10,RenewableEnergy,VERRA,2023,1100,89000,88000,0.71
556,2024-02-14,Forestry,GoldStandard,2022,350,80000,97000,0.84
557,2024-02-18,RenewableEnergy,VERRA,2021,600,85000,92000,0.75
558,2024-02-22,Forestry,GoldStandard,2023,900,76000,95000,0.91
559,2024-02-26,RenewableEnergy,VERRA,2022,200,88000,90000,0.73
560,2024-03-02,Forestry,GoldStandard,2021,750,79000,99000,0.82
561,2024-03-06,RenewableEnergy,VERRA,2023,1050,86000,87000,0.70
562,2024-03-10,Forestry,GoldStandard,2022,400,77000,96000,0.88
563,2024-03-14,RenewableEnergy,VERRA,2021,550,84000,93000,0.78
564,2024-03-18,Forestry,GoldStandard,2023,300,81000,98000,0.83
565,2024-03-22,RenewableEnergy,VERRA,2022,850,90000,89000,0.72
566,2024-03-26,Forestry,GoldStandard,2021,950,78000,100000,0.92
567,2024-03-30,RenewableEnergy,VERRA,2023,450,87000,91000,0.74
568,2024-04-03,Forestry,GoldStandard,2022,650,75000,97000,0.87
569,2024-04-07,RenewableEnergy,VERRA,2021,750,85000,92000,0.75
570,2024-04-11,Forestry,GoldStandard,2023,180,80000,95000,0.82
571,2024-04-15,RenewableEnergy,VERRA,2022,1200,92000,86000,0.69
572,2024-04-19,Forestry,GoldStandard,2021,250,77000,99000,0.90
573,2024-04-23,RenewableEnergy,VERRA,2023,500,86000,90000,0.73
574,2024-04-27,Forestry,GoldStandard,2022,450,79000,98000,0.83
575,2024-05-01,RenewableEnergy,VERRA,2021,800,83000,94000,0.81
576,2024-05-05,Forestry,GoldStandard,2023,150,75000,96000,0.89
577,2024-05-09,RenewableEnergy,VERRA,2022,1100,89000,88000,0.71
578,2024-05-13,Forestry,GoldStandard,2021,350,80000,97000,0.84
579,2024-05-17,RenewableEnergy,VERRA,2023,600,85000,92000,0.75
580,2024-05-21,Forestry,GoldStandard,2022,900,76000,95000,0.91
581,2024-05-25,RenewableEnergy,VERRA,2021,200,88000,90000,0.73
582,2024-05-29,Forestry,GoldStandard,2023,750,79000,99000,0.82
583,2024-06-02,RenewableEnergy,VERRA,2022,1050,86000,87000,0.70
584,2024-06-06,Forestry,GoldStandard,2021,400,77000,96000,0.88
585,2024-06-10,RenewableEnergy,VERRA,2023,550,84000,93000,0.78
586,2024-06-14,Forestry,GoldStandard,2022,300,81000,98000,0.83
587,2024-06-18,RenewableEnergy,VERRA,2021,850,90000,89000,0.72
588,2024-06-22,Forestry,GoldStandard,2023,950,78000,100000,0.92
589,2024-06-26,RenewableEnergy,VERRA,2022,450,87000,91000,0.74
590,2024-06-30,Forestry,GoldStandard,2021,650,75000,97000,0.87
591,2024-07-04,RenewableEnergy,VERRA,2023,750,85000,92000,0.75
592,2024-07-08,Forestry,GoldStandard,2022,180,80000,95000,0.82
593,2024-07-12,RenewableEnergy,VERRA,2021,1200,92000,86000,0.69
594,2024-07-16,Forestry,GoldStandard,2023,250,77000,99000,0.90
595,2024-07-20,RenewableEnergy,VERRA,2022,500,86000,90000,0.73
596,2024-07-24,Forestry,GoldStandard,2021,450,79000,98000,0.83
597,2024-07-28,RenewableEnergy,VERRA,2023,800,83000,94000,0.81
598,2024-08-01,Forestry,GoldStandard,2022,150,75000,96000,0.89
599,2024-08-05,RenewableEnergy,VERRA,2021,1100,89000,88000,0.71
600,2024-08-09,Forestry,GoldStandard,2023,350,80000,97000,0.84
601,2024-08-13,RenewableEnergy,VERRA,2022,600,85000,92000,0.75
602,2024-08-17,Forestry,GoldStandard,2021,900,76000,95000,0.91
603,2024-08-21,RenewableEnergy,VERRA,2023,200,88000,90000,0.73
604,2024-08-25,Forestry,GoldStandard,2022,750,79000,99000,0.82
605,2024-08-29,RenewableEnergy,VERRA,2021,1050,86000,87000,0.70
606,2024-09-02,Forestry,GoldStandard,2023,400,77000,96000,0.88
607,2024-09-06,RenewableEnergy,VERRA,2022,550,84000,93000,0.78
608,2024-09-10,Forestry,GoldStandard,2021,300,81000,98000,0.83
609,2024-09-14,RenewableEnergy,VERRA,2023,850,90000,89000,0.72
610,2024-09-18,Forestry,GoldStandard,2022,950,78000,100000,0.92
611,2024-09-22,RenewableEnergy,VERRA,2021,450,87000,91000,0.74
612,2024-09-26,Forestry,GoldStandard,2023,650,75000,97000,0.87
613,2024-09-30,RenewableEnergy,VERRA,2022,750,85000,92000,0.75
614,2024-10-04,Forestry,GoldStandard,2021,180,80000,95000,0.82
615,2024-10-08,RenewableEnergy,VERRA,2023,1200,92000,86000,0.69
616,2024-10-12,Forestry,GoldStandard,2022,250,77000,99000,0.90
617,2024-10-16,RenewableEnergy,VERRA,2021,500,86000,90000,0.73
618,2024-10-20,Forestry,GoldStandard,2023,450,79000,98000,0.83
619,2024-10-24,RenewableEnergy,VERRA,2022,800,83000,94000,0.81
620,2024-10-28,Forestry,GoldStandard,2021,150,75000,96000,0.89
621,2024-11-01,RenewableEnergy,VERRA,2023,1100,89000,88000,0.71
622,2024-11-05,Forestry,GoldStandard,2022,350,80000,97000,0.84
623,2024-11-09,RenewableEnergy,VERRA,2021,600,85000,92000,0.75
624,2024-11-13,Forestry,GoldStandard,2023,900,76000,95000,0.91
625,2024-11-17,RenewableEnergy,VERRA,2022,200,88000,90000,0.73
626,2024-11-21,Forestry,GoldStandard,2021,750,79000,99000,0.82
627,2024-11-25,RenewableEnergy,VERRA,2023,1050,86000,87000,0.70
628,2024-11-29,Forestry,GoldStandard,2022,400,77000,96000,0.88
629,2024-12-03,RenewableEnergy,VERRA,2021,550,84000,93000,0.78
630,2024-12-07,Forestry,GoldStandard,2023,300,81000,98000,0.83
631,2024-12-11,RenewableEnergy,VERRA,2022,850,90000,89000,0.72
632,2024-12-15,Forestry,GoldStandard,2021,950,78000,100000,0.92
633,2024-12-19,RenewableEnergy,VERRA,2023,450,87000,91000,0.74
634,2024-12-23,Forestry,GoldStandard,2022,650,75000,97000,0.87
635,2024-12-27,RenewableEnergy,VERRA,2021,750,85000,92000,0.75
636,2025-01-01,Forestry,GoldStandard,2023,180,80000,95000,0.82
637,2025-01-05,RenewableEnergy,VERRA,2022,1200,92000,86000,0.69
638,2025-01-09,Forestry,GoldStandard,2021,250,77000,99000,0.90
639,2025-01-13,RenewableEnergy,VERRA,2023,500,86000,90000,0.73
640,2025-01-17,Forestry,GoldStandard,2022,450,79000,98000,0.83
641,2025-01-21,RenewableEnergy,VERRA,2021,800,83000,94000,0.81
642,2025-01-25,Forestry,GoldStandard,2023,150,75000,96000,0.89
643,2025-01-29,RenewableEnergy,VERRA,2022,1100,89000,88000,0.71
644,2025-02-02,Forestry,GoldStandard,2021,350,80000,97000,0.84
645,2025-02-06,RenewableEnergy,VERRA,2023,600,85000,92000,0.75
646,2025-02-10,Forestry,GoldStandard,2022,900,76000,95000,0.91
647,2025-02-14,RenewableEnergy,VERRA,2021,200,88000,90000,0.73
648,2025-02-18,Forestry,GoldStandard,2023,750,79000,99000,0.82
649,2025-02-22,RenewableEnergy,VERRA,2022,1050,86000,87000,0.70
650,2025-02-26,Forestry,GoldStandard,2021,400,77000,96000,0.88
651,2025-03-02,RenewableEnergy,VERRA,2023,550,84000,93000,0.78
652,2025-03-06,Forestry,GoldStandard,2022,300,81000,98000,0.83
653,2025-03-10,RenewableEnergy,VERRA,2021,850,90000,89000,0.72
654,2025-03-14,Forestry,GoldStandard,2023,950,78000,100000,0.92
655,2025-03-18,RenewableEnergy,VERRA,2022,450,87000,91000,0.74
656,2025-03-22,Forestry,GoldStandard,2021,650,75000,97000,0.87
657,2025-03-26,RenewableEnergy,VERRA,2023,750,85000,92000,0.75
658,2025-03-30,Forestry,GoldStandard,2022,180,80000,95000,0.82
659,2025-04-03,RenewableEnergy,VERRA,2021,1200,92000,86000,0.69
660,2025-04-07,Forestry,GoldStandard,2023,250,77000,99000,0.90
661,2025-04-11,RenewableEnergy,VERRA,2022,500,86000,90000,0.73
662,2025-04-15,Forestry,GoldStandard,2021,450,79000,98000,0.83
663,2025-04-19,RenewableEnergy,VERRA,2023,800,83000,94000,0.81
664,2025-04-23,Forestry,GoldStandard,2022,150,75000,96000,0.89
665,2025-04-27,RenewableEnergy,VERRA,2021,1100,89000,88000,0.71
666,2025-05-01,Forestry,GoldStandard,2023,350,80000,97000,0.84
667,2025-05-05,RenewableEnergy,VERRA,2022,600,85000,92000,0.75
668,2025-05-09,Forestry,GoldStandard,2021,900,76000,95000,0.91
669,2025-05-13,RenewableEnergy,VERRA,2023,200,88000,90000,0.73
670,2025-05-17,Forestry,GoldStandard,2022,750,79000,99000,0.82
671,2025-05-21,RenewableEnergy,VERRA,2021,1050,86000,87000,0.70
672,2025-05-25,Forestry,GoldStandard,2023,400,77000,96000,0.88
673,2025-05-29,RenewableEnergy,VERRA,2022,550,84000,93000,0.78
674,2025-06-02,Forestry,GoldStandard,2021,300,81000,98000,0.83
675,2025-06-06,RenewableEnergy,VERRA,2023,850,90000,89000,0.72
676,2025-06-10,Forestry,GoldStandard,2022,950,78000,100000,0.92
677,2025-06-14,RenewableEnergy,VERRA,2021,450,87000,91000,0.74
678,2025-06-18,Forestry,GoldStandard,2023,650,75000,97000,0.87
679,2025-06-22,RenewableEnergy,VERRA,2022,750,85000,92000,0.75
680,2025-06-26,Forestry,GoldStandard,2021,180,80000,95000,0.82
681,2025-06-30,RenewableEnergy,VERRA,2023,1200,92000,86000,0.69
682,2025-07-04,Forestry,GoldStandard,2022,250,77000,99000,0.90
683,2025-07-08,RenewableEnergy,VERRA,2021,500,86000,90000,0.73
684,2025-07-12,Forestry,GoldStandard,2023,450,79000,98000,0.83
685,2025-07-16,RenewableEnergy,VERRA,2022,800,83000,94000,0.81
686,2025-07-20,Forestry,GoldStandard,2021,150,75000,96000,0.89
687,2025-07-24,RenewableEnergy,VERRA,2023,1100,89000,88000,0.71
688,2025-07-28,Forestry,GoldStandard,2022,350,80000,97000,0.84
689,2025-08-01,RenewableEnergy,VERRA,2021,600,85000,92000,0.75
690,2025-08-05,Forestry,GoldStandard,2023,900,76000,95000,0.91
691,2025-08-09,RenewableEnergy,VERRA,2022,200,88000,90000,0.73
692,2025-08-13,Forestry,GoldStandard,2021,750,79000,99000,0.82
693,2025-08-17,RenewableEnergy,VERRA,2023,1050,86000,87000,0.70
694,2025-08-21,Forestry,GoldStandard,2022,400,77000,96000,0.88
695,2025-08-25,RenewableEnergy,VERRA,2021,550,84000,93000,0.78
696,2025-08-29,Forestry,GoldStandard,2023,300,81000,98000,0.83
697,2025-09-02,RenewableEnergy,VERRA,2022,850,90000,89000,0.72
698,2025-09-06,Forestry,GoldStandard,2021,950,78000,100000,0.92
699,2025-09-10,RenewableEnergy,VERRA,2023,450,87000,91000,0.74
700,2025-09-14,Forestry,GoldStandard,2022,650,75000,97000,0.87
701,2025-09-18,RenewableEnergy,VERRA,2021,750,85000,92000,0.75
702,2025-09-22,Forestry,GoldStandard,2023,180,80000,95000,0.82
703,2025-09-26,RenewableEnergy,VERRA,2022,1200,92000,86000,0.69
704,2025-09-30,Forestry,GoldStandard,2021,250,77000,99000,0.90
705,2025-10-04,RenewableEnergy,VERRA,2023,500,86000,90000,0.73
706,2025-10-08,Forestry,GoldStandard,2022,450,79000,98000,0.83
707,2025-10-12,RenewableEnergy,VERRA,2021,800,83000,94000,0.81
708,2025-10-16,Forestry,GoldStandard,2023,150,75000,96000,0.89
709,2025-10-20,RenewableEnergy,VERRA,2022,1100,89000,88000,0.71
710,2025-10-24,Forestry,GoldStandard,2021,350,80000,97000,0.84
711,2025-10-28,RenewableEnergy,VERRA,2023,600,85000,92000,0.75
712,2025-11-01,Forestry,GoldStandard,2022,900,76000,95000,0.91
713,2025-11-05,RenewableEnergy,VERRA,2021,200,88000,90000,0.73
714,2025-11-09,Forestry,GoldStandard,2023,750,79000,99000,0.82
715,2025-11-13,RenewableEnergy,VERRA,2022,1050,86000,87000,0.70
716,2025-11-17,Forestry,GoldStandard,2021,400,77000,96000,0.88
717,2025-11-21,RenewableEnergy,VERRA,2023,550,84000,93000,0.78
718,2025-11-25,Forestry,GoldStandard,2022,300,81000,98000,0.83
719,2025-11-29,RenewableEnergy,VERRA,2021,850,90000,89000,0.72
720,2025-12-03,Forestry,GoldStandard,2023,950,78000,100000,0.92
721,2025-12-07,RenewableEnergy,VERRA,2022,450,87000,91000,0.74
722,2025-12-11,Forestry,GoldStandard,2021,650,75000,97000,0.87
723,2025-12-15,RenewableEnergy,VERRA,2023,750,85000,92000,0.75
724,2025-12-19,Forestry,GoldStandard,2022,180,80000,95000,0.82
725,2025-12-23,RenewableEnergy,VERRA,2021,1200,92000,86000,0.69
726,2025-12-27,Forestry,GoldStandard,2023,250,77000,99000,0.90
727,2024-01-01,RenewableEnergy,VERRA,2022,500,86000,90000,0.73
728,2024-01-05,Forestry,GoldStandard,2021,450,79000,98000,0.83
729,2024-01-09,RenewableEnergy,VERRA,2023,800,83000,94000,0.81
730,2024-01-13,Forestry,GoldStandard,2022,150,75000,96000,0.89
731,2024-01-17,RenewableEnergy,VERRA,2021,1100,89000,88000,0.71
732,2024-01-21,Forestry,GoldStandard,2023,350,80000,97000,0.84
733,2024-01-25,RenewableEnergy,VERRA,2022,600,85000,92000,0.75
734,2024-01-29,Forestry,GoldStandard,2021,900,76000,95000,0.91
735,2024-02-02,RenewableEnergy,VERRA,2023,200,88000,90000,0.73
736,2024-02-06,Forestry,GoldStandard,2022,750,79000,99000,0.82
737,2024-02-10,RenewableEnergy,VERRA,2021,1050,86000,87000,0.70
738,2024-02-14,Forestry,GoldStandard,2023,400,77000,96000,0.88
739,2024-02-18,RenewableEnergy,VERRA,2022,550,84000,93000,0.78
740,2024-02-22,Forestry,GoldStandard,2021,300,81000,98000,0.83
741,2024-02-26,RenewableEnergy,VERRA,2023,850,90000,89000,0.72
742,2024-03-02,Forestry,GoldStandard,2022,950,78000,100000,0.92
743,2024-03-06,RenewableEnergy,VERRA,2021,450,87000,91000,0.74
744,2024-03-10,Forestry,GoldStandard,2023,650,75000,97000,0.87
745,2024-03-14,RenewableEnergy,VERRA,2022,750,85000,92000,0.75
746,2024-03-18,Forestry,GoldStandard,2021,180,80000,95000,0.82
747,2024-03-22,RenewableEnergy,VERRA,2023,1200,92000,86000,0.69
748,2024-03-26,Forestry,GoldStandard,2022,250,77000,99000,0.90
